Date,Open,High,Low,Close,Adj Close,Volume
2019-02-11,343.519989,356.299988,342.549988,354.920013,354.920013,526000
2019-02-12,359.480011,361.76001,353.850006,358.079987,358.079987,370300
2019-02-13,357.73999,364.149994,353.369995,361.5,361.5,300100
2019-02-14,357.609985,361.019989,353.950012,357.820007,357.820007,254500
2019-02-15,360.0,362.329987,357.100006,362.059998,362.059998,316500
2019-02-19,361.769989,364.309998,358.059998,359.369995,359.369995,308100
2019-02-20,360.570007,362.290009,355.269989,362.25,362.25,368800
2019-02-21,362.019989,362.019989,356.670013,358.359985,358.359985,315800
2019-02-22,359.47000099999997,360.880005,351.769989,352.600006,352.600006,422900
2019-02-25,354.27999900000003,357.0,346.170013,352.890015,352.890015,368900
2019-02-26,350.72000099999997,352.0,337.640015,342.869995,342.869995,587100
2019-02-27,339.170013,345.0,334.52999900000003,336.170013,336.170013,445900
2019-02-28,336.429993,339.75,332.420013,334.5,334.5,420600
2019-03-01,337.200012,351.579987,336.950012,348.059998,348.059998,375300
2019-03-04,348.22000099999997,352.869995,332.52999900000003,338.200012,338.200012,376100
2019-03-05,337.480011,337.480011,332.399994,333.209991,333.209991,359700
2019-03-06,334.230011,336.179993,317.429993,317.850006,317.850006,707600
2019-03-07,317.850006,320.390015,311.399994,317.420013,317.420013,437100
2019-03-08,314.0,314.929993,305.369995,314.209991,314.209991,399900
2019-03-11,313.130005,320.600006,310.980011,319.200012,319.200012,249000
2019-03-12,319.640015,324.23999,318.329987,323.76001,323.76001,248400
2019-03-13,323.429993,329.540009,322.23999,325.630005,325.630005,249300
2019-03-14,325.390015,326.769989,322.440002,325.609985,325.609985,227700
2019-03-15,326.890015,335.019989,326.890015,333.230011,333.230011,562800
2019-03-18,334.679993,336.0,328.670013,333.25,333.25,465500
2019-03-19,334.600006,339.950012,330.98999,339.359985,339.359985,351800
2019-03-20,337.899994,344.690002,337.899994,339.660004,339.660004,411100
2019-03-21,337.940002,348.27999900000003,337.100006,337.429993,337.429993,529100
2019-03-22,334.23999,337.390015,322.869995,323.209991,323.209991,406000
2019-03-25,321.299988,322.140015,313.0,313.22000099999997,313.22000099999997,762400
2019-03-26,314.880005,316.01001,284.630005,286.0,286.0,1961600
2019-03-27,286.600006,289.059998,272.170013,276.390015,276.390015,1565300
2019-03-28,277.75,286.899994,275.0,283.899994,283.899994,926100
2019-03-29,285.140015,291.98999,284.730011,285.589996,285.589996,763900
2019-04-01,290.01001,293.440002,275.359985,277.76001,277.76001,980600
2019-04-02,277.769989,284.980011,275.52999900000003,284.200012,284.200012,550000
2019-04-03,286.859985,288.47000099999997,283.910004,284.940002,284.940002,576000
2019-04-04,284.399994,286.910004,277.649994,282.869995,282.869995,691900
2019-04-05,282.869995,288.089996,282.130005,284.910004,284.910004,549400
2019-04-08,285.399994,286.5,278.209991,282.950012,282.950012,600500
2019-04-09,281.52999900000003,284.410004,281.190002,281.649994,281.649994,490000
2019-04-10,282.769989,282.769989,278.23999,280.540009,280.540009,591200
2019-04-11,280.179993,280.48999,270.25,271.890015,271.890015,849800
2019-04-12,272.140015,273.0,267.600006,270.079987,270.079987,950000
2019-04-15,271.450012,276.790009,270.679993,272.299988,272.299988,884300
2019-04-16,273.950012,275.519989,264.540009,265.950012,265.950012,563000
2019-04-17,267.579987,267.859985,250.30000299999998,251.49000499999997,251.49000499999997,1020100
2019-04-18,252.5,257.070007,244.080002,256.559998,256.559998,1183100
2019-04-22,255.69999700000002,263.790009,254.5,260.929993,260.929993,764900
2019-04-23,260.809998,263.950012,256.160004,262.179993,262.179993,737700
2019-04-24,260.059998,276.769989,258.019989,270.829987,270.829987,1113300
2019-04-25,268.899994,278.47000099999997,265.0,268.130005,268.130005,600200
2019-04-26,268.399994,276.959991,268.399994,274.910004,274.910004,736300
2019-04-29,275.429993,277.0,271.950012,274.0,274.0,805700
2019-04-30,273.01001,279.200012,272.450012,277.410004,277.410004,826400
2019-05-01,279.359985,281.75,274.309998,277.070007,277.070007,1343300
2019-05-02,232.0,280.0,228.0,264.769989,264.769989,4772900
2019-05-03,265.5,273.350006,265.5,271.75,271.75,1075900
2019-05-06,265.820007,273.140015,263.589996,268.950012,268.950012,920900
2019-05-07,266.429993,268.72000099999997,256.73999,261.980011,261.980011,1000000
2019-05-08,260.25,263.040009,257.019989,260.269989,260.269989,739800
2019-05-09,257.0,263.5,252.710007,261.940002,261.940002,713000
2019-05-10,260.73999,260.73999,251.08999599999999,258.920013,258.920013,667000
2019-05-13,251.0,254.58999599999999,248.729996,252.36999500000002,252.36999500000002,778200
2019-05-14,253.669998,260.850006,252.0,256.690002,256.690002,574700
2019-05-15,254.5,261.390015,252.169998,259.679993,259.679993,574400
2019-05-16,258.570007,268.519989,258.52999900000003,262.140015,262.140015,1183500
2019-05-17,260.73999,262.950012,256.0,260.480011,260.480011,596200
2019-05-20,258.179993,259.130005,252.00999500000003,252.580002,252.580002,720500
2019-05-21,253.99000499999997,263.899994,253.270004,260.339996,260.339996,746500
2019-05-22,260.140015,266.890015,260.140015,265.480011,265.480011,653500
2019-05-23,263.5,266.600006,259.209991,262.640015,262.640015,881800
2019-05-24,262.97000099999997,272.790009,262.829987,270.390015,270.390015,695400
2019-05-28,269.809998,276.070007,269.359985,269.399994,269.399994,834900
2019-05-29,268.929993,270.0,260.049988,260.369995,260.369995,775900
2019-05-30,261.77999900000003,266.76001,261.019989,266.390015,266.390015,444700
2019-05-31,262.48999,264.839996,259.48999,261.920013,261.920013,514200
2019-06-03,260.76001,265.049988,257.980011,261.429993,261.429993,649200
2019-06-04,264.109985,268.950012,263.98999,267.059998,267.059998,639100
2019-06-05,270.0,271.73999,263.97000099999997,268.799988,268.799988,785900
2019-06-06,268.480011,271.609985,265.769989,269.190002,269.190002,635600
2019-06-07,270.290009,274.589996,266.140015,267.869995,267.869995,386400
2019-06-10,269.609985,275.959991,269.200012,272.429993,272.429993,1046100
2019-06-11,274.190002,279.690002,259.329987,262.02999900000003,262.02999900000003,703800
2019-06-12,259.98999,270.02999900000003,252.57000699999998,254.539993,254.539993,610000
2019-06-13,253.72000099999997,256.980011,251.27999900000003,255.52999900000003,255.52999900000003,514500
2019-06-14,255.38000499999998,256.049988,249.520004,250.960007,250.960007,469800
2019-06-17,251.63999900000002,259.269989,250.22000099999997,256.149994,256.149994,435800
2019-06-18,258.119995,262.670013,256.23999,256.47000099999997,256.47000099999997,443200
2019-06-19,257.850006,258.390015,252.57000699999998,256.299988,256.299988,468300
2019-06-20,258.040009,262.48999,253.19999700000002,260.329987,260.329987,468900
2019-06-21,260.0,261.450012,255.50999500000003,256.040009,256.040009,651000
2019-06-24,256.059998,259.290009,252.5,253.169998,253.169998,535000
2019-06-25,254.0,260.589996,253.169998,257.059998,257.059998,537100
2019-06-26,256.450012,259.820007,251.0,251.61999500000002,251.61999500000002,429600
2019-06-27,253.97000099999997,257.540009,253.0,254.92999300000002,254.92999300000002,318300
2019-06-28,256.630005,260.589996,253.75999500000003,260.48999,260.48999,480900
