Date,Open,High,Low,Close,Adj Close,Volume
5/17/2017,38.400002,38.642502,37.427502,37.5625,35.938477,203070800
5/18/2017,37.817501,38.334999,37.782501,38.134998,36.486221,134272800
5/19/2017,38.345001,38.494999,38.157501,38.264999,36.6106,107843200
5/22/2017,38.5,38.645,38.227501,38.497501,36.833046,91865600
5/23/2017,38.724998,38.724998,38.327499,38.450001,36.787601,79675600
5/24/2017,38.459999,38.5425,38.1675,38.334999,36.677582,76712000
5/25/2017,38.432499,38.587502,38.2575,38.467499,36.80434,76942400
5/26/2017,38.5,38.560001,38.327499,38.4025,36.742161,87710400
5/30/2017,38.355,38.607498,38.3325,38.4175,36.756512,80507600
5/31/2017,38.4925,38.5425,38.095001,38.189999,36.538845,97804800
6/1/2017,38.2925,38.3325,38.055,38.294998,36.639305,65616400
6/2/2017,38.395,38.862499,38.2225,38.862499,37.18227,111082800
6/5/2017,38.584999,38.612499,38.365002,38.482498,36.818695,101326800
6/6/2017,38.474998,38.952499,38.445,38.612499,36.943081,106499600
6/7/2017,38.755001,38.994999,38.619999,38.842499,37.163132,84278400
6/8/2017,38.8125,38.884998,38.599998,38.747501,37.072239,85003200
6/9/2017,38.797501,38.797501,36.505001,37.244999,35.634693,259530800
